february,saturday,sunday,monday,tuesday,wednesday,thursday,friday,saturday,sunday,monday,tuesday,wednesday,thursday,friday,saturday,sunday,monday,tuesday,wednesday,thursday,friday,saturday,sunday,monday,tuesday,wednesday,thursday,friday
600,OFF,OFF,LATE,LATE,LATE,LATE,LATE,OFF,OFF,MORNING,MORNING,MORNING,OFF,OFF,NIGHT,NIGHT,NIGHT,NIGHT,NIGHT,NIGHT,NIGHT,OFF,OFF,NIGHT,NIGHT,NIGHT,NIGHT,NIGHT
